Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
63087-VIR,Female,59,No,Virginia,2,26,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,103.85,2215,0,0,333.69,2548.69,Stayed,,
85248-MAR,Female,35,Yes,Maryland,4,11,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,101.15,6638.35,0,30,1775.68,8444.03,Stayed,,
39819-NEW,Female,24,Yes,New Hampshire,4,5,,Yes,No,Yes,DSL,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.25,1441.8,0,0,38.28,1480.08,Stayed,,
85604-PEN,Female,61,Yes,Pennsylvania,14,15,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,95.5,6153.85,0,80,1799.2,8033.05,Stayed,,
22270-MIC,Female,51,Yes,Michigan,2,28,,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,19.3,755.5,0,0,1239.94,1995.44,Stayed,,
58154-OHI,Male,58,Yes,Ohio,11,1,,No,,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,54.3,2390.45,0,0,0,2390.45,Stayed,,
85963-IDA,Male,64,Yes,Idaho,4,12,Deal 5,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.55,124.45,0,0,44.1,168.55,Stayed,,
78511-TEN,Female,54,Yes,Tennessee,7,16,,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,69.2,4671.65,0,0,3179.82,7851.47,Stayed,,
25912-NEV,Male,35,No,Nevada,7,2,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79,143.65,0,0,97.32,240.97,Churned,Attitude,Attitude of support person
73945-HAW,Male,42,No,Hawaii,2,18,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.95,7544.3,25.42,0,2442.96,9961.84,Stayed,,
75526-RHO,Male,47,No,Rhode Island,12,27,,Yes,No,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,20.6,827.3,0,0,915.6,1742.9,Stayed,,
51140-NEW,Male,80,Yes,New York,9,4,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0,0,29.68,98.93,Churned,Attitude,Attitude of support person
33781-PEN,Male,72,No,Pennsylvania,15,16,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,834.7,0,0,268.62,1103.32,Stayed,,
31596-VER,Male,21,No,Vermont,2,11,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,6985.65,0,0,2219.1,9204.75,Churned,Competitor,Competitor had better devices
38153-WYO,Female,52,Yes,Wyoming,9,27,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.3,7188.5,0,30,382.2,7600.7,Stayed,,
36312-COL,Male,22,Yes,Colorado,4,10,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.9,1048.85,0,0,402.2,1451.05,Churned,Competitor,Competitor had better devices
59659-WIS,Male,74,No,Wisconsin,8,25,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,100.8,0,0,17.35,118.15,Churned,Attitude,Attitude of service provider
19901-NOR,Male,30,No,North Carolina,12,32,Deal 2,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.5,798.2,0,0,1620.73,2418.93,Stayed,,
86553-GEO,Male,25,No,Georgia,10,6,,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.3,1706.45,0,0,1069.68,2776.13,Stayed,,
83811-ARK,Female,44,No,Arkansas,2,35,,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,167.5,0,0,37.58,205.08,Churned,Other,Don't know
98013-OKL,Female,23,No,Oklahoma,13,10,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.85,62.9,0,0,159.56,222.46,Stayed,,
73201-VIR,Male,78,Yes,Virginia,9,28,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,94.8,1563.9,0,0,789.48,2353.38,Stayed,,
52568-ILL,Male,41,Yes,Illinois,15,5,,Yes,Yes,No,,,,,,,,,,Two Year,No,Mailed Check,25.75,1686.15,0,0,1824.44,3510.59,Stayed,,
52216-ORE,Male,27,No,Oregon,11,33,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.45,370.65,0,0,196.56,567.21,Churned,Other,Don't know
11370-KAN,Female,21,No,Kansas,15,10,Deal 4,Yes,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,59.1,772.85,0,0,476.14,1248.99,Stayed,,
21218-MIN,Male,42,No,Minnesota,0,11,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,102.4,6444.05,0,0,1118.25,7562.3,Stayed,,
36627-IDA,Female,36,Yes,Idaho,5,32,Deal 2,No,,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,34,1505.35,49.22,0,0,1456.13,Stayed,,
27523-CAL,Female,53,Yes,California,12,4,Deal 1,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84,5714.25,0,0,410.52,6124.77,Stayed,,
81710-TEX,Male,73,No,Texas,7,2,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,101.35,780.5,0,0,351.84,1132.34,Churned,Attitude,Attitude of support person
91510-TEX,Female,20,No,Texas,2,2,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19,73.45,0,0,33.52,106.97,Stayed,,
47692-NEW,Male,76,Yes,New Mexico,10,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.85,156.4,0,0,90.82,247.22,Churned,Competitor,Competitor made better offer
65493-CAL,Female,18,Yes,California,10,6,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.75,19.75,0,0,29.33,49.08,Churned,Competitor,Competitor made better offer
21544-SOU,Male,56,Yes,South Dakota,3,16,,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,48.75,442.2,0,10,0,452.2,Churned,Price,Lack of affordable download/upload speed
87091-MIN,Female,73,Yes,Minnesota,14,36,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,99.75,1836.25,0,0,454.86,2291.11,Churned,Attitude,Attitude of support person
28999-ILL,Female,50,No,Illinois,3,16,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,87.65,2766.4,47.87,150,198.4,3066.93,Stayed,,
68132-SOU,Male,52,Yes,South Dakota,12,19,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.55,819.95,0,0,632.28,1452.23,Stayed,,
16274-CAL,Male,23,Yes,California,14,1,,No,,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.3,25.3,0,10,0,35.3,Churned,Competitor,Competitor made better offer
32375-NEW,Female,23,Yes,New York,1,3,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Mailed Check,20.9,20.9,0,0,10.21,31.11,Joined,,
74233-MIS,Male,29,No,Mississippi,5,6,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.45,527.35,0,0,143.52,670.87,Stayed,,
28237-MAI,Female,52,No,Maine,7,9,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,199.85,0,0,104.28,304.13,Joined,,
21642-MAS,Male,60,Yes,Massachusetts,12,29,,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5,54.5,0,0,33.21,87.71,Joined,,
56072-SOU,Male,48,No,South Dakota,6,29,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,77.4,4155.95,0,0,2520.15,6676.1,Stayed,,
36618-NEW,Female,83,No,New Mexico,14,11,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,3969.35,0,0,791.01,4760.36,Churned,Price,Price too high
52627-WYO,Female,61,No,Wyoming,14,8,,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,813.85,0,0,301,1114.85,Churned,Competitor,Competitor offered more data
43991-TEX,Female,52,No,Texas,6,25,Deal 5,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,50.45,50.45,0,0,9.73,60.18,Churned,Competitor,Competitor made better offer
49360-MAS,Male,77,No,Massachusetts,12,15,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,103.75,4188.4,0,0,1141.6,5330,Stayed,,
93621-COL,Female,59,Yes,Colorado,1,36,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.2,5500.6,0,0,885.72,6386.32,Stayed,,
46081-VER,Male,41,Yes,Vermont,14,29,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.15,45.15,0,0,42.34,87.49,Joined,,
48378-WES,Male,56,Yes,West Virginia,4,2,,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,54.35,2460.15,0,0,2079.2,4539.35,Churned,Dissatisfaction,Network reliability
33437-ALA,Female,34,No,Alaska,13,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0,0,28.7,98.35,Churned,Dissatisfaction,Network reliability
12510-IND,Male,44,Yes,Indiana,14,33,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0,0,839.52,8881.17,Stayed,,
66749-NEW,Female,42,Yes,New Jersey,10,31,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.45,250.8,0,0,183.37,434.17,Stayed,,
97949-KEN,Male,28,Yes,Kentucky,15,20,Deal 3,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.1,486.05,0,0,114.25,600.3,Stayed,,
67762-GEO,Male,80,Yes,Georgia,4,27,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,93.9,1743.9,0,0,34.56,1778.46,Stayed,,
57292-ARI,Female,46,No,Arizona,5,19,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.45,1297.35,0,0,115.94,1413.29,Stayed,,
63125-KEN,Female,50,No,Kentucky,6,33,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,45.05,2462.6,0,0,1848,4310.6,Stayed,,
46713-TEX,Female,55,Yes,Texas,7,29,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-2,1993.8,0,0,268.18,2261.98,Churned,Dissatisfaction,Limited range of services
23152-CON,Female,59,No,Connecticut,6,36,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.45,5073.1,0,0,1903.55,6976.65,Stayed,,
76124-NEV,Male,35,Yes,Nevada,0,15,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,100.2,2688.45,42.64,0,346.08,2991.89,Stayed,,
52413-IDA,Male,65,Yes,Idaho,3,17,Deal 5,No,,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,41.15,132.2,0,0,0,132.2,Churned,Price,Long distance charges
38368-HAW,Female,20,No,Hawaii,6,3,,No,,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,43.7,2618.3,0,0,0,2618.3,Stayed,,
68315-NEV,Male,25,Yes,Nevada,1,30,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.55,90.55,0,0,7.15,97.7,Churned,Dissatisfaction,Product dissatisfaction
25556-TEX,Male,21,Yes,Texas,7,2,Deal 4,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20,268.45,0,0,20.93,289.38,Stayed,,
54025-CAL,Female,43,No,California,8,23,,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.05,1886.25,0,0,132,2018.25,Stayed,,
45780-LOU,Male,73,No,Louisiana,2,14,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.5,2088.45,0,0,1107.12,3195.57,Stayed,,
81769-CON,Female,71,Yes,Connecticut,4,31,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,113.2,4689.5,0,0,1145.95,5835.45,Churned,Attitude,Attitude of support person
63009-RHO,Female,41,Yes,Rhode Island,1,15,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.9,323.15,0,0,435.54,758.69,Stayed,,
96068-SOU,Male,47,No,South Dakota,10,15,Deal 5,No,,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.95,229.4,0,0,0,229.4,Stayed,,
75647-LOU,Female,32,Yes,Louisiana,14,20,,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,53.3,2296.25,0,90,1947.15,4333.4,Stayed,,
96058-NOR,Female,49,No,North Dakota,14,14,,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,78.85,876.75,0,0,301.08,1177.83,Stayed,,
13744-ARK,Female,41,Yes,Arkansas,8,3,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.65,19.65,0,0,13.85,33.5,Joined,,
24868-WAS,Female,35,No,Washington,8,30,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.25,1103.25,0,0,1420.8,2524.05,Stayed,,
35004-FLO,Male,28,No,Florida,4,32,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,90.55,90.55,0,60,15.44,165.99,Churned,Competitor,Competitor made better offer
16528-NOR,Male,29,No,North Carolina,12,34,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.1,396.3,0,0,22.52,418.82,Churned,Competitor,Competitor made better offer
12584-MAI,Female,64,No,Maine,11,13,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.2,1046.5,0,0,322,1368.5,Stayed,,
35724-IND,Female,62,No,Indiana,13,26,Deal 2,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.85,996.95,0,0,1523.37,2520.32,Stayed,,
71234-COL,Female,44,No,Colorado,10,34,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.4,19.4,0,0,23.97,43.37,Joined,,
43577-KAN,Male,39,No,Kansas,7,21,,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,86.6,6350.5,0,0,596.88,6947.38,Stayed,,
15803-WYO,Female,34,No,Wyoming,6,31,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.15,19.15,0,0,22.37,41.52,Joined,,
43510-MAS,Female,41,No,Massachusetts,9,27,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.7,587.1,0,0,686.7,1273.8,Stayed,,
11663-ALA,Male,28,No,Alabama,13,13,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.75,4069.9,0,0,3408.6,7478.5,Stayed,,
41427-OHI,Male,37,No,Ohio,13,13,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,20.2,20.2,0,0,24.48,44.68,Joined,,
97934-DEL,Female,59,Yes,Delaware,12,21,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.55,99.6,0,0,189.85,289.45,Stayed,,
31294-MIN,Male,50,Yes,Minnesota,15,33,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,49.75,49.75,0,0,41.79,91.54,Joined,,
73510-IDA,Female,47,Yes,Idaho,2,14,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82,184.65,0,0,82.36,267.01,Churned,Competitor,Competitor made better offer
68150-MON,Male,25,Yes,Montana,12,15,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.75,1313.25,0,120,577.59,2010.84,Stayed,,
57496-CON,Female,58,Yes,Connecticut,3,30,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,108.6,7690.9,0,20,408.96,8119.86,Churned,Dissatisfaction,Product dissatisfaction
15051-KEN,Female,37,Yes,Kentucky,14,24,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.25,436.6,0,0,385.6,822.2,Stayed,,
53498-SOU,Male,41,No,South Dakota,3,18,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.6,411.15,0,0,394,805.15,Stayed,,
34788-IND,Female,39,No,Indiana,4,15,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.5,696.8,0,0,542.08,1238.88,Stayed,,
72912-IDA,Female,50,Yes,Idaho,15,16,Deal 4,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.15,987.95,0,0,245.96,1233.91,Churned,Competitor,Competitor had better devices
33621-WYO,Female,42,No,Wyoming,13,12,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,0,20,15.4,155.65,Joined,,
41319-COL,Female,62,No,Colorado,14,32,,No,,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,40.55,590.35,0,0,0,590.35,Stayed,,
94196-MAS,Male,71,Yes,Massachusetts,10,4,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,93.05,6735.05,0,0,96.48,6831.53,Stayed,,
72671-HAW,Female,41,No,Hawaii,2,23,,No,,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,40.3,1630.4,0,0,0,1630.4,Stayed,,
63117-WIS,Female,51,No,Wisconsin,1,27,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.8,377.85,0,0,231,608.85,Stayed,,
57226-PEN,Female,62,No,Pennsylvania,1,18,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.1,589.25,0,0,1045.01,1634.26,Stayed,,
53044-ARI,Female,26,Yes,Arizona,1,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.8,455.5,0,0,7.45,462.95,Churned,Competitor,Competitor offered more data
95810-MIC,Female,41,Yes,Michigan,1,36,Deal 3,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.85,2204.35,0,0,319.41,2523.76,Stayed,,
58852-CAL,Female,51,No,California,7,21,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,19.5,159.35,0,0,137.6,296.95,Stayed,,
47250-OKL,Female,44,No,Oklahoma,0,20,Deal 3,No,,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.05,1790.6,0,0,0,1790.6,Stayed,,
37230-MIC,Female,19,No,Michigan,10,9,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.7,214.55,39.92,0,65,239.63,Stayed,,
69345-ALA,Female,24,Yes,Alaska,10,7,Deal 2,No,,Yes,Cable,Yes,No,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,34.2,1782,9.39,0,0,1772.61,Stayed,,
64439-NOR,Female,19,No,North Carolina,13,5,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65,301.4,0,0,194.56,495.96,Churned,Dissatisfaction,Product dissatisfaction
77911-MAR,Female,20,No,Maryland,5,8,Deal 5,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,23.6,89.05,0,0,42.3,131.35,Joined,,
14878-ALA,Male,44,No,Alabama,1,29,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.25,4949.1,0,0,1842.57,6791.67,Stayed,,
79837-MAI,Female,37,Yes,Maine,4,21,,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,65.6,2313.8,0,0,1421.91,3735.71,Stayed,,
49343-MIS,Female,62,No,Missouri,5,13,,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,64.95,493.65,0,0,54.74,548.39,Stayed,,
15302-FLO,Female,44,Yes,Florida,1,33,Deal 5,No,,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,50.95,307.6,0,0,0,307.6,Stayed,,
69296-VER,Female,43,Yes,Vermont,2,30,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.25,129.15,0,0,277.13,406.28,Stayed,,
36369-UTA,Male,54,No,Utah,10,13,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.85,724.65,0,0,65.88,790.53,Stayed,,
97173-MAS,Female,30,Yes,Massachusetts,7,29,Deal 5,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,23.9,97.5,0,0,25.44,122.94,Stayed,,
31507-TEX,Female,39,No,Texas,3,14,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,3769.7,0,0,253.92,4023.62,Stayed,,
71646-MAS,Male,31,No,Massachusetts,13,34,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.75,45.75,0,0,24.24,69.99,Churned,Attitude,Attitude of support person
22522-HAW,Female,83,No,Hawaii,7,21,Deal 2,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.2,4481,0,0,1863.68,6344.68,Churned,Price,Lack of affordable download/upload speed
22828-MAR,Female,48,Yes,Maryland,10,36,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,114.45,8375.05,0,0,452.88,8827.93,Stayed,,
48335-ARI,Female,62,No,Arizona,15,17,,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.45,1867.6,0,0,356.16,2223.76,Stayed,,
54718-MAR,Male,28,No,Maryland,11,32,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,769.1,0,0,61.02,830.12,Stayed,,
77658-TEN,Male,44,No,Tennessee,0,4,Deal 5,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.4,24.4,0,0,0,24.4,Joined,,
14094-MAR,Male,59,No,Maryland,7,6,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,18.8,279.2,0,0,326.23,605.43,Stayed,,
94889-MAS,Male,70,No,Massachusetts,11,6,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Two Year,Yes,Credit Card,95.5,6707.15,0,0,87.33,6794.48,Stayed,,
31589-TEX,Female,32,No,Texas,8,14,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,47.8,92.45,0,0,27.46,119.91,Churned,Attitude,Attitude of support person
13123-OKL,Female,46,No,Oklahoma,13,18,Deal 5,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,100.2,198.5,0,10,45.12,253.62,Joined,,
86963-NOR,Male,28,No,North Dakota,10,34,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,208.85,0,0,80.13,288.98,Churned,Competitor,Competitor had better devices
